   0.164805  -0.755192  -0.268835   -2.53580E-02  -0.233909    9.31534E-02
   0.225416   -1.16458    4.27496   -5.23594E-03   0.298028   0.172387
  -0.293550    1.29541    6.39066   -1.33350E-02   0.314520   -3.77452E-02
  -0.217548   0.253135   -3.55993   -1.24881E-02  -0.333604    6.49300E-02
  -0.276106   0.677721   -8.59682E-03   0.113653   0.654005  -0.221087
   0.397842  -0.705879   0.685532   -2.09201E-02    4.89859E-02   0.274238
    2.68073E-02   0.469930  -0.110084   0.318464  -0.206665  -0.318183
   0.234484   -3.13962   -5.00979    5.37271E-02  -0.125720   0.273837
    2.29844E-02  -0.405501   -5.34925E-02  -0.112143  -0.204137    9.20692E-02
  -0.269385  -0.797432    1.77997    5.49156E-02   0.635195  -0.178403
   0.308303  -0.239233   0.206028   -1.73420E-02   0.784894   0.242598
   0.250312   -4.34939   -2.21997    2.19411E-02  -0.219340   0.303372
   -2.35727E-02   -4.92886   0.592465   -8.41106E-03   -1.26920E-03   0.275585
   -3.22955E-02  -0.454615   0.273167   0.159654  -0.172855   0.448732
  -0.539854   -4.43833    2.65132    5.94064E-02   0.121931   0.263899
   0.502626    1.40408  -0.503664  -0.116216   -4.08982E-02  -0.333338
   0.298761   0.574816   -5.79646E-02  -0.345283  -0.145999  -0.400970
  -0.255475  -0.258664   0.415424   0.196345   0.597486   0.189651
  -0.386783   -3.47842   -2.07059   -8.25307E-02  -0.165135   0.464451
   -6.17318E-02    1.61559   0.371520  -0.184701   0.377333  -0.408547
    5.43879E-02  -0.794858   0.251302  -0.333528   0.192269   0.238391
  -0.115621    1.53858  -0.234005    8.24934E-02  -0.170745  -0.719378
   -4.61783E-03   -4.07475E-02  -0.163287   0.225901  -0.203136    4.06223E-02
  -0.358984   0.222248   0.343690  -0.193543   0.687470   0.238439
   0.688418   -7.28202   -1.66020   -3.99808E-03    5.69636E-02   0.226808
  -0.712646    2.20182    7.07834    2.90884E-03   0.250733   -9.08413E-02
    2.75941E-02   0.480536   0.196074   0.307385   0.465156   -1.75769E-02
   -6.73129E-03   0.188842   -6.59923E-03   0.575428   0.203873  -0.132739
   0.332314  -0.945251    7.89350E-02  -0.246940  -0.355359   0.420512
  -0.221902    3.81141   0.374564    8.63129E-02  -0.280306  -0.383591
  -0.251853   -3.56606   0.380137   -3.61540E-02   0.263943   0.399039
   0.502608   -5.49491    1.20115    6.04879E-02   -2.44945E-02   0.255731
  -0.314151  -0.269781    1.22244   -9.24861E-02   0.444816   0.117627
   -1.02154E-01   -2.52177  -0.422945    7.06944E-03    2.96332E-02   0.275264
    2.69439E-02   -1.52940   -4.38561   -8.50474E-02  -0.363639   -5.79391E-02
   0.120327    1.44288  -0.451728   -9.22276E-02    3.78710E-02  -0.641446
   -1.95508E-02    4.77380    2.68217    2.41925E-02   -6.31246E-02  -0.341963
   -4.27795E-02   -1.19126   0.244286  -0.195623  -0.301572   0.408606
   0.111990    1.05795    3.49325E-02    7.67026E-02   0.531601  -0.402302
   0.121660    6.44784E-02    1.24746E-02  -0.389995   0.435998   0.126367
   0.174291   -4.03579E-02   0.320846   -2.17934E-02   0.754888  -0.130101
  -0.299165  -0.978552   -1.20034   0.122777  -0.344169    4.04742E-02
   0.334280  -0.549947  -0.808125    4.99047E-03  -0.401848   0.619296
    1.92208E-02  -0.449115  -0.120099  -0.284542   0.117922    5.14298E-02
    1.47761E-02   -1.51188    3.88276   -7.65425E-02   0.315960   0.207597
   0.120055   0.873368   0.202642   0.242018  -0.499222  -0.540121
   0.131972  -0.157277   -1.13156E-02   0.268532  -0.500020   0.200897
  -0.124960   -3.85881   -1.82281    5.03871E-02  -0.165243   0.343625
   -1.63012E-02  -0.988178  -0.158824   0.154049  -0.588994   0.541838
    4.52900E-03  -0.662010    4.07372E-02    4.23761E-03  -0.226516   0.269758
   0.139419    5.84534  -0.247584   -5.16155E-02  -0.194839  -0.302178
    1.01682E-01   -1.42465   0.606382   -2.11866E-02   0.623968   0.290265
   -7.39276E-04   0.446310   0.456842  -0.182752   0.955510  -0.202324
    4.50452E-02   -5.02196   -3.59418    3.92919E-02  -0.122924   0.280570
    4.57407E-02   0.192692    2.46419E-02   0.407623   0.792549  -0.203886
   -6.69820E-02   -5.24686    3.55433   -1.01382E-02   0.251792   0.194334
   -4.57222E-02   0.545057  -0.134946   0.196592  -0.729479  -0.692368
   -2.27329E-02    1.12613   -1.71579  -0.109219  -0.514829    1.64525E-02
   -9.61983E-02    3.81516    3.85368   -7.06919E-03   0.264923  -0.148422
   0.162508   0.954846   -6.78764   -1.59900E-02  -0.263137    3.21293E-03
  -0.390417   -4.31035  -0.527246    1.16315E-02  -0.136051   0.337950
